  1.00237307	  -0.00242185
  1.00238220	  -0.00181448
  1.00200914	  -0.00129352
  1.00156245	  -0.00083182
  1.00109312	  -0.00039297
  1.00061452	   0.00003577
  1.00013157	   0.00045963
  0.99964637	   0.00088091
  0.99915988	   0.00130070
  0.99867254	   0.00171950
  0.99818457	   0.00213757
  0.99769607	   0.00255501
  0.99720709	   0.00297189
  0.99671764	   0.00338823
  0.99622775	   0.00380404
  0.99573741	   0.00421933
  0.99524663	   0.00463410
  0.99475542	   0.00504835
  0.99426376	   0.00546208
  0.99377167	   0.00587528
  0.99327914	   0.00628796
  0.99278617	   0.00670012
  0.99229276	   0.00711175
  0.99179890	   0.00752286
  0.99130461	   0.00793343
  0.99080988	   0.00834348
  0.99031471	   0.00875299
  0.98981910	   0.00916197
  0.98932305	   0.00957041
  0.98882656	   0.00997832
  0.98832962	   0.01038569
  0.98783225	   0.01079252
  0.98733443	   0.01119881
  0.98683617	   0.01160456
  0.98633747	   0.01200977
  0.98583832	   0.01241443
  0.98533873	   0.01281854
  0.98483871	   0.01322211
  0.98433823	   0.01362512
  0.98383732	   0.01402759
  0.98333596	   0.01442950
  0.98283416	   0.01483086
  0.98233191	   0.01523166
  0.98182922	   0.01563191
  0.98132608	   0.01603160
  0.98082251	   0.01643073
  0.98031848	   0.01682929
  0.97981401	   0.01722730
  0.97930910	   0.01762474
  0.97880374	   0.01802161
  0.97829794	   0.01841792
  0.97779169	   0.01881365
  0.97728500	   0.01920882
  0.97677786	   0.01960341
  0.97627028	   0.01999743
  0.97576225	   0.02039088
  0.97525377	   0.02078375
  0.97474485	   0.02117604
  0.97423548	   0.02156775
  0.97372566	   0.02195888
  0.97321540	   0.02234943
  0.97270469	   0.02273939
  0.97219354	   0.02312877
  0.97168193	   0.02351756
  0.97116989	   0.02390576
  0.97065739	   0.02429337
  0.97014445	   0.02468039
  0.96963106	   0.02506682
  0.96911722	   0.02545265
  0.96860293	   0.02583789
  0.96808820	   0.02622252
  0.96757302	   0.02660656
  0.96705739	   0.02699000
  0.96654132	   0.02737283
  0.96602480	   0.02775506
  0.96550782	   0.02813668
  0.96499041	   0.02851770
  0.96447254	   0.02889810
  0.96395423	   0.02927790
  0.96343546	   0.02965708
  0.96291625	   0.03003565
  0.96239660	   0.03041361
  0.96187649	   0.03079095
  0.96135594	   0.03116767
  0.96083493	   0.03154377
  0.96031348	   0.03191925
  0.95979158	   0.03229410
  0.95926924	   0.03266833
  0.95874644	   0.03304194
  0.95822320	   0.03341492
  0.95769951	   0.03378727
  0.95717537	   0.03415898
  0.95665079	   0.03453007
  0.95612575	   0.03490052
  0.95560027	   0.03527033
  0.95507434	   0.03563951
  0.95454796	   0.03600805
  0.95402114	   0.03637595
  0.95349386	   0.03674321
  0.95296614	   0.03710982
  0.95243798	   0.03747579
  0.95190936	   0.03784111
  0.95138030	   0.03820579
  0.95085079	   0.03856981
  0.95032083	   0.03893318
  0.94979043	   0.03929590
  0.94925957	   0.03965797
  0.94872828	   0.04001938
  0.94819653	   0.04038013
  0.94766434	   0.04074022
  0.94713170	   0.04109966
  0.94659862	   0.04145843
  0.94606509	   0.04181653
  0.94553111	   0.04217397
  0.94499669	   0.04253074
  0.94446182	   0.04288685
  0.94392650	   0.04324228
  0.94339074	   0.04359704
  0.94285454	   0.04395113
  0.94231789	   0.04430454
  0.94178079	   0.04465728
  0.94124325	   0.04500934
  0.94070526	   0.04536072
  0.94016683	   0.04571141
  0.93962796	   0.04606143
  0.93908864	   0.04641076
  0.93854888	   0.04675940
  0.93800868	   0.04710736
  0.93746803	   0.04745462
  0.93692694	   0.04780120
  0.93638540	   0.04814708
  0.93584342	   0.04849227
  0.93530101	   0.04883676
  0.93475814	   0.04918056
  0.93421484	   0.04952366
  0.93367110	   0.04986606
  0.93312691	   0.05020775
  0.93258228	   0.05054874
  0.93203721	   0.05088903
  0.93149171	   0.05122861
  0.93094576	   0.05156749
  0.93039937	   0.05190565
  0.92985254	   0.05224310
  0.92930527	   0.05257984
  0.92875757	   0.05291587
  0.92820942	   0.05325118
  0.92766084	   0.05358577
  0.92711182	   0.05391964
  0.92656236	   0.05425279
  0.92601247	   0.05458522
  0.92546214	   0.05491693
  0.92491137	   0.05524791
  0.92436016	   0.05557817
  0.92380852	   0.05590770
  0.92325645	   0.05623649
  0.92270394	   0.05656456
  0.92215099	   0.05689189
  0.92159761	   0.05721849
  0.92104380	   0.05754435
  0.92048956	   0.05786948
  0.91993488	   0.05819387
  0.91937977	   0.05851751
  0.91882423	   0.05884042
  0.91826825	   0.05916258
  0.91771185	   0.05948399
  0.91715501	   0.05980466
  0.91659775	   0.06012459
  0.91604005	   0.06044376
  0.91548193	   0.06076218
  0.91492337	   0.06107985
  0.91436439	   0.06139676
  0.91380498	   0.06171292
  0.91324515	   0.06202833
  0.91268489	   0.06234297
  0.91212420	   0.06265685
  0.91156308	   0.06296998
  0.91100155	   0.06328234
  0.91043958	   0.06359393
  0.90987720	   0.06390476
  0.90931439	   0.06421483
  0.90875115	   0.06452412
  0.90818750	   0.06483265
  0.90762342	   0.06514040
  0.90705892	   0.06544738
  0.90649400	   0.06575359
  0.90592866	   0.06605901
  0.90536291	   0.06636367
  0.90479673	   0.06666754
  0.90423014	   0.06697063
  0.90366313	   0.06727295
  0.90309570	   0.06757448
  0.90252785	   0.06787522
  0.90195959	   0.06817518
  0.90139092	   0.06847435
  0.90082183	   0.06877274
  0.90025233	   0.06907033
  0.89968241	   0.06936713
  0.89911209	   0.06966314
  0.89854135	   0.06995836
  0.89797020	   0.07025278
  0.89739864	   0.07054640
  0.89682667	   0.07083923
  0.89625429	   0.07113125
  0.89568151	   0.07142248
  0.89510832	   0.07171290
  0.89453472	   0.07200252
  0.89396071	   0.07229133
  0.89338630	   0.07257934
  0.89281149	   0.07286654
  0.89223627	   0.07315294
  0.89166065	   0.07343852
  0.89108463	   0.07372329
  0.89050821	   0.07400725
  0.88993139	   0.07429039
  0.88935417	   0.07457272
  0.88877655	   0.07485424
  0.88819853	   0.07513493
  0.88762011	   0.07541481
  0.88704130	   0.07569386
  0.88646210	   0.07597210
