0	1	1	0	0	1	1	0	1	0	410	321	106	
0	1	0	0	1	0	0	1	1	0	294	63	114	
0	1	0	1	1	0	0	1	1	0	358	336	115	
0	1	0	0	1	1	0	1	1	0	310	111	125	
0	1	1	0	1	1	0	1	1	0	438	342	130	
0	1	1	0	1	0	1	1	0	1	429	179	534	
0	1	0	0	1	0	1	0	0	1	297	133	551	
0	1	0	0	1	1	0	1	0	1	309	102	905	
0	1	0	1	0	1	0	1	1	0	342	31	908	
0	1	0	0	1	0	0	1	0	1	293	58	1043	
0	1	0	0	1	0	1	1	0	1	301	233	1076	
0	1	0	1	1	0	1	1	0	1	365	93	1084	
0	1	0	1	0	1	1	0	1	0	346	62	1087	
0	1	0	1	0	1	0	1	0	1	341	1	2209	
