1023	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																													
0	1023	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																													
0	0	255	512	0	0	0	0	0	0	0	256	0	0																																																																																																													
0	0	0	1023	0	0	0	0	0	0	0	0	0	0																																																																																																													
64	64	128	192	127	0	64	128	128	0	0	128	0	0																																																																																																													
0	0	0	0	0	191	64	0	128	256	128	256	0	0																																																																																																													
0	0	0	0	0	0	1023	0	0	0	0	0	0	0																																																																																																													
0	0	0	0	0	0	0	511	0	0	0	512	0	0																																																																																																													
0	0	0	0	0	0	0	0	511	0	0	512	0	0																																																																																																													
0	0	0	0	0	0	128	0	0	383	0	512	0	0																																																																																																													
0	0	0	0	0	0	256	0	0	0	511	256	0	0																																																																																																													
0	0	0	0	0	0	0	0	0	0	0	1023	0	0																																																																																																													
0	0	0	0	0	0	64	64	64	192	96	192	159	192																																																																																																													
0	0	0	0	0	0	0	0	0	0	0	0	0	1023																																																																																																													
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
																																																																																																																										
