0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	1	0	2	1
0	0	0	0	0	0	0	1	0	0	4	1
0	0	0	0	0	0	1	0	0	0	8	1
0	0	0	0	0	1	0	0	0	0	16	1
0	0	0	0	1	0	0	0	0	0	32	1
0	0	0	1	0	0	0	0	0	0	64	1
0	0	1	0	0	0	0	0	0	0	128	1
0	1	0	0	0	0	0	0	0	0	256	1
1	0	0	0	0	0	0	0	0	0	512	1
0	0	0	0	0	0	0	0	1	1	3	2
0	0	0	0	0	0	0	1	0	1	5	2
0	0	0	0	0	0	0	1	1	0	6	2
0	0	0	0	0	0	1	0	0	1	9	2
0	0	0	0	0	0	1	0	1	0	10	2
0	0	0	0	0	0	1	1	0	0	12	2
0	0	0	0	0	1	0	0	0	1	17	2
0	0	0	0	0	1	0	0	1	0	18	2
0	0	0	0	0	1	0	1	0	0	20	2
0	0	0	0	0	1	1	0	0	0	24	2
0	0	0	0	1	0	0	0	0	1	33	2
0	0	0	0	1	0	0	0	1	0	34	2
0	0	0	0	1	0	0	1	0	0	36	2
0	0	0	0	1	0	1	0	0	0	40	2
0	0	0	0	1	1	0	0	0	0	48	2
0	0	0	1	0	0	0	0	0	1	65	2
0	0	0	1	0	0	0	0	1	0	66	2
0	0	0	1	0	0	0	1	0	0	68	2
0	0	0	1	0	0	1	0	0	0	72	2
0	0	0	1	0	1	0	0	0	0	80	2
0	0	0	1	1	0	0	0	0	0	96	2
0	0	1	0	0	0	0	0	0	1	129	2
0	0	1	0	0	0	0	0	1	0	130	2
0	0	1	0	0	0	0	1	0	0	132	2
0	0	1	0	0	0	1	0	0	0	136	2
0	0	1	0	0	1	0	0	0	0	144	2
0	0	1	0	1	0	0	0	0	0	160	2
0	0	1	1	0	0	0	0	0	0	192	2
0	1	0	0	0	0	0	0	0	1	257	2
0	1	0	0	0	0	0	0	1	0	258	2
0	1	0	0	0	0	0	1	0	0	260	2
0	1	0	0	0	0	1	0	0	0	264	2
0	1	0	0	0	1	0	0	0	0	272	2
0	1	0	0	1	0	0	0	0	0	288	2
0	1	0	1	0	0	0	0	0	0	320	2
0	1	1	0	0	0	0	0	0	0	384	2
1	0	0	0	0	0	0	0	0	1	513	2
1	0	0	0	0	0	0	0	1	0	514	2
1	0	0	0	0	0	0	1	0	0	516	2
1	0	0	0	0	0	1	0	0	0	520	2
1	0	0	0	0	1	0	0	0	0	528	2
1	0	0	0	1	0	0	0	0	0	544	2
1	0	0	1	0	0	0	0	0	0	576	2
1	0	1	0	0	0	0	0	0	0	640	2
1	1	0	0	0	0	0	0	0	0	768	2
0	0	0	0	0	0	0	1	1	1	7	3
0	0	0	0	0	0	1	0	1	1	11	3
0	0	0	0	0	0	1	1	0	1	13	3
0	0	0	0	0	0	1	1	1	0	14	3
0	0	0	0	0	1	0	0	1	1	19	3
0	0	0	0	0	1	0	1	0	1	21	3
0	0	0	0	0	1	0	1	1	0	22	3
0	0	0	0	0	1	1	0	0	1	25	3
0	0	0	0	0	1	1	0	1	0	26	3
0	0	0	0	0	1	1	1	0	0	28	3
0	0	0	0	1	0	0	0	1	1	35	3
0	0	0	0	1	0	0	1	0	1	37	3
0	0	0	0	1	0	0	1	1	0	38	3
0	0	0	0	1	0	1	0	0	1	41	3
0	0	0	0	1	0	1	0	1	0	42	3
0	0	0	0	1	0	1	1	0	0	44	3
0	0	0	0	1	1	0	0	0	1	49	3
0	0	0	0	1	1	0	0	1	0	50	3
0	0	0	0	1	1	0	1	0	0	52	3
0	0	0	0	1	1	1	0	0	0	56	3
0	0	0	1	0	0	0	0	1	1	67	3
0	0	0	1	0	0	0	1	0	1	69	3
0	0	0	1	0	0	0	1	1	0	70	3
0	0	0	1	0	0	1	0	0	1	73	3
0	0	0	1	0	0	1	0	1	0	74	3
0	0	0	1	0	0	1	1	0	0	76	3
0	0	0	1	0	1	0	0	0	1	81	3
0	0	0	1	0	1	0	0	1	0	82	3
0	0	0	1	0	1	0	1	0	0	84	3
0	0	0	1	0	1	1	0	0	0	88	3
0	0	0	1	1	0	0	0	0	1	97	3
0	0	0	1	1	0	0	0	1	0	98	3
0	0	0	1	1	0	0	1	0	0	100	3
0	0	0	1	1	0	1	0	0	0	104	3
0	0	0	1	1	1	0	0	0	0	112	3
0	0	1	0	0	0	0	0	1	1	131	3
0	0	1	0	0	0	0	1	0	1	133	3
0	0	1	0	0	0	0	1	1	0	134	3
0	0	1	0	0	0	1	0	0	1	137	3
0	0	1	0	0	0	1	0	1	0	138	3
0	0	1	0	0	0	1	1	0	0	140	3
0	0	1	0	0	1	0	0	0	1	145	3
0	0	1	0	0	1	0	0	1	0	146	3
0	0	1	0	0	1	0	1	0	0	148	3
0	0	1	0	0	1	1	0	0	0	152	3
0	0	1	0	1	0	0	0	0	1	161	3
0	0	1	0	1	0	0	0	1	0	162	3
0	0	1	0	1	0	0	1	0	0	164	3
0	0	1	0	1	0	1	0	0	0	168	3
0	0	1	0	1	1	0	0	0	0	176	3
0	0	1	1	0	0	0	0	0	1	193	3
0	0	1	1	0	0	0	0	1	0	194	3
0	0	1	1	0	0	0	1	0	0	196	3
0	0	1	1	0	0	1	0	0	0	200	3
0	0	1	1	0	1	0	0	0	0	208	3
0	0	1	1	1	0	0	0	0	0	224	3
0	1	0	0	0	0	0	0	1	1	259	3
0	1	0	0	0	0	0	1	0	1	261	3
0	1	0	0	0	0	0	1	1	0	262	3
0	1	0	0	0	0	1	0	0	1	265	3
0	1	0	0	0	0	1	0	1	0	266	3
0	1	0	0	0	0	1	1	0	0	268	3
0	1	0	0	0	1	0	0	0	1	273	3
0	1	0	0	0	1	0	0	1	0	274	3
0	1	0	0	0	1	0	1	0	0	276	3
0	1	0	0	0	1	1	0	0	0	280	3
0	1	0	0	1	0	0	0	0	1	289	3
0	1	0	0	1	0	0	0	1	0	290	3
0	1	0	0	1	0	0	1	0	0	292	3
0	1	0	0	1	0	1	0	0	0	296	3
0	1	0	0	1	1	0	0	0	0	304	3
0	1	0	1	0	0	0	0	0	1	321	3
0	1	0	1	0	0	0	0	1	0	322	3
0	1	0	1	0	0	0	1	0	0	324	3
0	1	0	1	0	0	1	0	0	0	328	3
0	1	0	1	0	1	0	0	0	0	336	3
0	1	0	1	1	0	0	0	0	0	352	3
0	1	1	0	0	0	0	0	0	1	385	3
0	1	1	0	0	0	0	0	1	0	386	3
0	1	1	0	0	0	0	1	0	0	388	3
0	1	1	0	0	0	1	0	0	0	392	3
