0	1	0	0	1	0	0	1	0	1	293	58	103	
0	1	0	0	1	0	0	1	1	0	294	63	29	
0	1	0	0	1	0	1	0	0	1	297	133	104	
0	1	0	0	1	0	1	0	1	0	298	36	331	
0	1	0	0	1	0	1	1	0	1	301	233	117	
0	1	0	0	1	1	0	0	1	0	306	51	26	
0	1	0	0	1	1	0	1	0	1	309	102	89	
0	1	0	0	1	1	0	1	1	0	310	111	19	
0	1	0	1	0	0	1	0	0	1	329	88	82	
0	1	0	1	0	0	1	0	1	0	330	27	362	
0	1	0	1	0	0	1	1	0	1	333	11	80	
0	1	0	1	0	1	0	0	1	0	338	65	320	
0	1	0	1	0	1	0	1	0	1	341	1	1118	
0	1	0	1	0	1	0	1	1	0	342	31	268	
0	1	0	1	0	1	1	0	0	1	345	12	78	
0	1	0	1	0	1	1	0	1	0	346	62	369	
0	1	0	1	1	0	0	1	0	1	357	39	72	
0	1	0	1	1	0	0	1	1	0	358	336	29	
0	1	0	1	1	0	1	0	0	1	361	77	96	
0	1	0	1	1	0	1	0	1	0	362	18	322	
0	1	0	1	1	0	1	1	0	1	365	93	115	
0	1	1	0	0	1	0	0	1	0	402	166	32	
0	1	1	0	0	1	0	1	0	1	405	532	67	
0	1	1	0	0	1	0	1	1	0	406	180	28	
0	1	1	0	0	1	1	0	0	1	409	779	9	
0	1	1	0	0	1	1	0	1	0	410	321	29	
0	1	1	0	1	0	0	1	0	1	421	225	99	
0	1	1	0	1	0	0	1	1	0	422	175	18	
0	1	1	0	1	0	1	0	0	1	425	109	79	
0	1	1	0	1	0	1	0	1	0	426	5	254	
0	1	1	0	1	0	1	1	0	1	429	179	91	
0	1	1	0	1	1	0	0	1	0	434	94	40	
0	1	1	0	1	1	0	1	0	1	437	87	81	
0	1	1	0	1	1	0	1	1	0	438	342	36	
1	0	0	1	0	0	1	0	0	1	585	426	27	
1	0	0	1	0	0	1	0	1	0	586	34	87	
1	0	0	1	0	0	1	1	0	1	589	17	30	
1	0	0	1	0	1	0	0	1	0	594	10	85	
1	0	0	1	0	1	0	1	0	1	597	20	255	
1	0	0	1	0	1	0	1	1	0	598	7	66	
1	0	0	1	0	1	1	0	0	1	601	258	18	
1	0	0	1	0	1	1	0	1	0	602	138	90	
1	0	0	1	1	0	0	1	0	1	613	315	31	
1	0	0	1	1	0	0	1	1	0	614	1808	11	
1	0	0	1	1	0	1	0	0	1	617	338	23	
1	0	0	1	1	0	1	0	1	0	618	473	59	
1	0	0	1	1	0	1	1	0	1	621	412	34	
1	0	1	0	0	1	0	0	1	0	658	24	120	
1	0	1	0	0	1	0	1	0	1	661	42	338	
1	0	1	0	0	1	0	1	1	0	662	159	107	
1	0	1	0	0	1	1	0	0	1	665	131	25	
1	0	1	0	0	1	1	0	1	0	666	61	82	
1	0	1	0	1	0	0	1	0	1	677	47	361	
1	0	1	0	1	0	0	1	1	0	678	153	87	
1	0	1	0	1	0	1	0	0	1	681	28	254	
1	0	1	0	1	0	1	0	1	0	682	13	1091	
1	0	1	0	1	0	1	1	0	1	685	4	325	
1	0	1	0	1	1	0	0	1	0	690	128	97	
1	0	1	0	1	1	0	1	0	1	693	3	341	
1	0	1	0	1	1	0	1	1	0	694	2	113	
1	0	1	1	0	0	1	0	0	1	713	506	36	
1	0	1	1	0	0	1	0	1	0	714	396	71	
1	0	1	1	0	0	1	1	0	1	717	53	38	
1	0	1	1	0	1	0	0	1	0	722	272	119	
1	0	1	1	0	1	0	1	0	1	725	50	306	
1	0	1	1	0	1	0	1	1	0	726	181	102	
1	0	1	1	0	1	1	0	0	1	729	117	22	
1	0	1	1	0	1	1	0	1	0	730	8	144	
